regime,RMSE,MAE,MAPE,R2,model
low,0.013151695373705091,0.009923536330461502,10.333375930786133,0.4038207530975342,transformer
mid,0.012687020734700025,0.009956558234989643,6.86421012878418,0.3400130271911621,transformer
high,0.05940951274440798,0.040604088455438614,12.944063186645508,0.8711875081062317,transformer
